,Motion/Topic,MP Response
7905,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane That way govern I hope opportunity colleagues reflect politicians say You see hon Colleagues things right direction opposed way used
7906,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,I thank Madam Speaker
7907,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kambita Zambezi East Madam Speaker I sincerely thank opportunity
7908,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker generally speaking doctrine Separation Powers dictates Parliament offers oversight work Executive hon Minister Finance National Planning belongs Of course unfortunately crossovers Executive members part Parliament
7909,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker expected House check Executive Does hon Minister find strange Parliament trying defend people supposed checking
7910,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kambita Kindly explain really role Parliamentarians would matter like one reported funds embezzled
7911,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane Madam Speaker I thank much Hon Kambita Member Parliament Zambezi East statement I agree 100 per cent
7912,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane It prayer hon Colleagues left listened statement carefully way things
7913,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,I thank Madam Speaker
7914,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Anakoka Luena Madam Speaker following Hon Kambita question given strange development legislature standing defend Executive signals coming parts legislature ministry law enforcement agencies handling matter consider expanding scope reach investigation ensure money trail followed It looks like
7915,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,A point order raised
7916,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Mundubile Madam Speaker point order relates hon Member Zambezi East
7917,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker let talk reason raison de etre Parliament One responsibilities make laws If law makers sit idle face illegality Must people question question Executive perpetuating illegality That strange far I concerned make laws must ensure implemented Executive Whenever feel Executive implementing laws right stand defend It therefore strange anybody suggest defence laws make committing illegality defending Executive indeed
7918,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker exploiting position Leader Opposition I thought I stand ensure friends right performing functions legal way opposed perpetuating illegalities whilst sit back watch
7919,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Hon Members functions legislature firstly make laws secondly represent thirdly provide oversight So issue Hon Kambita referring relation provision oversight relation making laws implementation thereof So extent hon Member Zambezi East order
7920,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,The question I posing hon Minister Finance National Planning Given hon Members section legislature happened members Executive past regime standing strongly defend currently investigation oppose I would like find hon Minister whether ministry relevant law enforcement agencies looking matter consider expanding scope terms reference money trail followed logical end This kind behaviour hon Members Legislature strange sending signals
7921,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,A point order raised
7922,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kampyongo Madam Speaker I rise serious point order It first time long time I hear hon Members debate manner trying
7923,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,My point order premised Standing Order 65 Is hon Member Luena order insinuate trying question action Executive anything shorter offering oversight functions colleagues Executive
7924,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker shall coming talk sugilite borders investigations People looting minerals remained reserved Are hon Colleagues order
7925,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kampyongo Madam Speaker one told Executive investigate audit In House deal audit reports work We last ones deny Executive opportunity participate audit Are hon Colleagues order insinuate asking hon Minister Finance National Planning verify clarify action Government took protecting people investigated
7926,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,I seek serious guidance Madam Speaker
7927,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Hon Members supposed debate issues The hon Member Luena asked hon Minister Finance National Planning whether going extend scope investigations terms reference people Executive time So I know whether members involved Executive
7928,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane Madam Speaker I want thank hon Member Luena wise suggestion
7929,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker I taken note everything I investigator I convey suggestion responsible investigations
7930,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,I thank Madam Speaker
7931,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kafwaya Madam Speaker need remind hon Colleagues I owner question hon Minister So I entitled two questions
7932,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker I raised issue illegality audit report I also stated unfairness Government highlighting people Now illegal audit okay according United Party National Development UPND Government hon Minister going consider adding following five people got allowances time namely Mulele Mulele Director Willis Chipango Director Ringo Zulu elevated position Controller Internal Audit Joyce Sundano Controller Internal Audit time Sandra Kawana elevated position Director
7933,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kafwaya Madam Speaker also reported Commission ACC way others reported
7934,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,May hon Minister Finance National Planning respond although I even following
7935,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Nkombo Madam Speaker I concerned afternoon My concern manner transacting Business people Assembly There clear dichotomy oversight function attempting run Government using backdoor
7936,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Nkombo I made declaration I quoting specific Standing Order I worried manner
7937,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker said clear I seating hon Members Parliament Patriotic Front PF former Ruling Party collecting information Government system Going Mr Kafwaya read phone clear somebody within Government machinery feeding information
7938,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Nkombo overbearing I tell House overbearing I say clear dichotomy wanting run Government failing accept lost elections
7939,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker example I give order appreciate I coming raising point order
7940,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Nkombo long ago President Mr Hakainde Hichilema transferred one member staff State House foreign Mission uproar Government
7941,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker I giving clear example administrative adjustment In maiden answer hon Minister Finance National Planning clear administrative investigation officers cited may seem irregularity found innocent would go back resume employment As transferred
7942,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Is order spend one whole hour group people lost elections
7943,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Nkombo want run Government illegally Opposition benches disrespecting people Zambia voted still illusion
7944,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Hon Minister please let us try provoke situation House Let bygones bygones The point order raised matter raised matter urgent public importance According Standing Orders hon Minister reacts hon Members right ask questions The session run least one hour So It pity questions keep coming However important ongoing investigation As hon Minister stated people found wanting continue work If found wanting face law So nothing worry protect
7945,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,That concludes session Let us leave investigative wings carry responsibilities
7946,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,The hon Member Sesheke raised matter urgent public importance relating Road deplorable state
7947,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Hon Member Sesheke issue roads affects everyone across country The Mpika Road also terrible state including road leading hon Member Mitete constituency Many roads deplorable state matter qualify raised matter urgent public importance Let us call relevant institutions provide funds repair roads I sure enough funds
7948,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,I see hon Minister wants say something issue roads
7949,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane Speaker I thank I thank hon Member Sesheke question
7950,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker stated correctly many roads country require urgent attention Of course heavy rainfall year made things worse However among many roads country require attention Government decided prioritise ones connect us outside world trading routes When trading routes impassable becomes difficult trade properly The three roads require worked I talking Road Road stretch Great East Road Luangwa Bridge I happy say negotiations World Bank advanced I confident money work three important international trading routes made available year
7951,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Dr Musokotwane Madam Speaker people come Liuwa say something mean We make empty promises like hon Colleagues used
7952,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,I thank Madam Speaker
7953,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Hon Member Sesheke rest assured Government aware attending concern Would like ask question I see microphone
7954,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Mr Kangombe Madam Speaker thank giving opportunity comment rather ask question
7955,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,Madam Speaker time I known hon Minister never disappointed even sweetest dreams life ever misled House The people Sesheke Mwandi Mulobezi rest country I confidence I pray God divine providence end year hon Minister rightly put works aforementioned roads definitely commence
7956,MR KANGOMBE HON MEMBER FOR SESHEKE ON THE HON MINISTER OF FINANCE AND NATIONAL PLANNING DR MUSOKOTWANE ON THE ROAD,A point order raised
